"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Enterprise size","Co-operation on innovation activities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038045817","1.60.1.10","45.2","C","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038045821","1.60.1.14","9.0","B","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038045825","1.60.1.18","20.9","C","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038045829","1.60.1.22","12.7","C","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038045833","1.60.1.26","2.9","B","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038045837","1.60.1.30","8.8","C","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933204","1.60.1.38","2.6","B","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933208","1.60.1.42","1.1","B","","","1"
"2020/2022","Canada","2016A000011124","Transportation and warehousing [48-49]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038045841","1.60.1.34","19.3","C","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038045956","1.61.1.1","10.0","A","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038045957","1.61.1.2","36.3","B","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038045961","1.61.1.6","60.3","E","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038045965","1.61.1.10","45.0","E","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038045969","1.61.1.14","8.5","A","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038045973","1.61.1.18","22.2","B","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038045977","1.61.1.22","14.9","B","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038045981","1.61.1.26","3.5","A","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038045985","1.61.1.30","10.8","B","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933236","1.61.1.38","3.1","A","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933240","1.61.1.42","1.4","A","","","1"
"2020/2022","Canada","2016A000011124","All transportation","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038045989","1.61.1.34","22.4","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038046992","1.68.1.1","20.2","B","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038046993","1.68.1.2","25.6","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038046997","1.68.1.6","62.3","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038047001","1.68.1.10","46.1","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038047005","1.68.1.14","10.8","C","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038047009","1.68.1.18","16.6","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038047013","1.68.1.22","5.1","C","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038047017","1.68.1.26","0.8","B","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038047021","1.68.1.30","1.9","B","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933460","1.68.1.38","0.8","B","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933464","1.68.1.42","0.0","E","","","1"
"2020/2022","Canada","2016A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038047025","1.68.1.34","8.7","C","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038047140","1.69.1.1","15.9","A","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038047141","1.69.1.2","43.7","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038047145","1.69.1.6","45.9","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038047149","1.69.1.10","45.9","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038047153","1.69.1.14","3.4","A","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038047157","1.69.1.18","17.2","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038047161","1.69.1.22","16.6","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038047165","1.69.1.26","11.4","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038047169","1.69.1.30","2.5","A","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933492","1.69.1.38","2.5","A","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933496","1.69.1.42","4.6","B","","","1"
"2020/2022","Canada","2016A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038047173","1.69.1.34","11.1","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038048472","1.78.1.1","23.0","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038048473","1.78.1.2","43.5","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038048477","1.78.1.6","36.5","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038048481","1.78.1.10","23.2","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038048485","1.78.1.14","5.1","A","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038048489","1.78.1.18","24.9","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038048493","1.78.1.22","20.4","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038048497","1.78.1.26","9.2","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038048501","1.78.1.30","8.4","B","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933780","1.78.1.38","7.4","A","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933784","1.78.1.42","1.3","A","","","1"
"2020/2022","Canada","2016A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038048505","1.78.1.34","19.0","B","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038049360","1.84.1.1","12.6","B","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038049361","1.84.1.2","13.3","E","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038049365","1.84.1.6","54.7","E","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038049369","1.84.1.10","16.8","E","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038049373","1.84.1.14","3.0","A","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038049377","1.84.1.18","7.9","B","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038049381","1.84.1.22","30.0","E","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038049385","1.84.1.26","2.5","A","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038049389","1.84.1.30","0.6","A","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271933972","1.84.1.38","15.5","E","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271933976","1.84.1.42","2.6","A","","","1"
"2020/2022","Canada","2016A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038049393","1.84.1.34","20.0","E","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038049508","1.85.1.1","15.9","A","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038049509","1.85.1.2","35.9","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038049513","1.85.1.6","35.0","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038049517","1.85.1.10","45.2","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038049521","1.85.1.14","18.3","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038049525","1.85.1.18","16.2","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038049529","1.85.1.22","18.4","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038049533","1.85.1.26","32.7","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038049537","1.85.1.30","20.8","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271934004","1.85.1.38","10.5","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271934008","1.85.1.42","4.5","B","","","1"
"2020/2022","Canada","2016A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038049541","1.85.1.34","13.9","B","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038050840","1.94.1.1","23.6","B","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038050841","1.94.1.2","72.9","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038050845","1.94.1.6","15.9","B","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038050849","1.94.1.10","1.8","A","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038050853","1.94.1.14","17.8","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038050857","1.94.1.18","23.0","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038050861","1.94.1.22","17.4","B","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038050865","1.94.1.26","28.0","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038050869","1.94.1.30","4.4","A","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271934292","1.94.1.38","14.1","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271934296","1.94.1.42","0.0","E","","","1"
"2020/2022","Canada","2016A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038050873","1.94.1.34","0.0","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Innovation co-operation partners","Percent","239","units","0","v1038050988","1.95.1.1","11.4","B","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Parent, affiliated or subsidiary businesses, type of co-operation partner","Percent","239","units","0","v1038050989","1.95.1.2","50.1","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Suppliers of equipment, materials, components or software, type of co-operation partner","Percent","239","units","0","v1038050993","1.95.1.6","40.5","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Clients or customers from the private sector, type of co-operation partner","Percent","239","units","0","v1038050997","1.95.1.10","31.1","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Clients or customers from the public sector, type of co-operation partner","Percent","239","units","0","v1038051001","1.95.1.14","6.4","C","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Competitors or other businesses in the sector, type of co-operation partner","Percent","239","units","0","v1038051005","1.95.1.18","7.6","C","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Consultants and commercial laboratories, type of co-operation partner","Percent","239","units","0","v1038051009","1.95.1.22","23.6","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Universities, colleges or other higher education institutions, type of co-operation partner","Percent","239","units","0","v1038051013","1.95.1.26","19.4","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Government, public or private research institutes, type of co-operation partner","Percent","239","units","0","v1038051017","1.95.1.30","8.2","C","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Non-profit organizations, type of co-operation partner","Percent","239","units","0","v1271934324","1.95.1.38","0.0","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Households or individuals, type of co-operation partner","Percent","239","units","0","v1271934328","1.95.1.42","0.0","E","","","1"
"2020/2022","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Other co-operation partners, type of co-operation partner","Percent","239","units","0","v1038051021","1.95.1.34","14.7","E","","","1"


